id,version,"created_at","updated_at",user_id,description_id,rss_log_id,num_views,"last_view",rank,"text_name","search_name","display_name","sort_name","citation",deprecated,synonym_id,correct_spelling_id,"notes","classification",ok_for_export,"author","lifeform",locked
25777,2,"2011-02-17 22:22:54","2014-06-11 19:41:03",369,NULL,63364,92,"2018-08-28 22:13:23",4,"Russula grata","Russula grata Britzelm.","**__Russula grata__** Britzelm.","Russula grata  Britzelm.","http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=193600",0,4477,NULL,"",NULL,1,"Britzelm."," ",0
25785,2,"2011-02-20 02:20:29","2017-07-21 06:55:59",354,NULL,63487,29,"2018-01-31 17:47:22",4,"Aspergillus lanosus","Aspergillus lanosus Kamal & Bhargava","**__Aspergillus lanosus__** Kamal & Bhargava","Aspergillus lanosus  Kamal & Bhargava","Trans. Br. mycol. Soc. 52(2): 336 (1969)",0,NULL,NULL,"",NULL,1,"Kamal & Bhargava"," ",0
25792,2,"2011-02-20 19:20:34","2017-07-21 06:58:40",354,NULL,63547,71,"2018-06-23 00:31:32",4,"Aspergillus alliaceus","Aspergillus alliaceus Thom & Church","**__Aspergillus alliaceus__** Thom & Church","Aspergillus alliaceus  Thom & Church","Manual of the Aspergilli: 244 (1945)",0,NULL,NULL,"",NULL,1,"Thom & Church"," ",0
25793,2,"2011-02-21 17:50:33","2016-04-30 21:33:22",423,NULL,63578,573,"2018-09-08 18:43:20",4,"Amanita pantherina","Amanita pantherina sensu auct. amer.","__Amanita pantherina__ sensu auct. amer.","Amanita pantherina  sensu auct. amer.",NULL,1,3836,NULL,NULL,NULL,0,"sensu auct. amer."," ",0
25812,3,"2011-02-25 18:34:53","2016-06-05 11:01:40",164,NULL,63755,578,"2018-09-07 22:41:33",4,"Peniophora albobadia","Peniophora albobadia (Schwein.) Boidin","**__Peniophora albobadia__** (Schwein.) Boidin","Peniophora albobadia  (Schwein.) Boidin","Revue Mycol., Paris 26(3): 164 (1961) / Boidin, J. 1961. Hétérobasidiomycètes saprophytes et Homobasidiomycètes résupinés: VIII. - Peniophora Cke á dendrophyses (Deuxième contribution). Revue de Mycologie. 26:153-172",0,5156,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=335776
http://fr.mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=19554&Fields=All
-------------------------------------------------------------------------","",1,"(Schwein.) Boidin"," ",0
25817,2,"2011-02-27 14:28:25","2011-02-27 14:28:58",2428,NULL,63847,144,"2018-06-22 18:27:51",4,"Parasola miser","Parasola miser (P. Karst.) Redhead, Vilgalys & Hopple","**__Parasola miser__** (P. Karst.) Redhead, Vilgalys & Hopple","Parasola miser  (P. Karst.) Redhead, Vilgalys & Hopple","",0,3144,NULL,"",NULL,1,"(P. Karst.) Redhead, Vilgalys & Hopple"," ",0
25820,3,"2011-02-28 07:50:04","2018-04-05 01:52:38",1289,NULL,63892,127,"2018-06-22 19:26:30",4,"Mollisia cinerea","Mollisia cinerea (Batsch) P. Karst.","**__Mollisia cinerea__** (Batsch) P. Karst.","Mollisia cinerea  (Batsch) P. Karst.","Bidr. Känn. Finl. Nat. Folk 19: 189 (1871)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Leotiomycetes_
Order: _Helotiales_
Family: _Dermateaceae_",1,"(Batsch) P. Karst."," ",0
25831,2,"2011-03-05 05:55:43","2015-04-13 01:25:06",159,5723,64144,85,"2018-06-22 22:49:46",4,"Physarum compressum","Physarum compressum Alb. & Schwein.","**__Physarum compressum__** Alb. & Schwein.","Physarum compressum  Alb. & Schwein.","Consp. fung. (Leipzig): 97 (1805)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Amoebozoa_
Phylum: _Mycetozoa_
Class: _Myxogastria_
Order: _Physarales_
Family: _Physaraceae_",1,"Alb. & Schwein."," ",0
25882,1,"2011-03-11 08:49:58","2011-03-11 08:49:58",2873,NULL,64460,79,"2018-06-22 23:32:22",4,"Hemimycena pseudocrispula","Hemimycena pseudocrispula (Kühner) Singer","**__Hemimycena pseudocrispula__** (Kühner) Singer","Hemimycena pseudocrispula  (Kühner) Singer",NULL,0,NULL,NULL,NULL,NULL,1,"(Kühner) Singer"," ",0
25963,2,"2011-03-29 10:01:24","2014-02-24 15:35:04",2873,NULL,65573,128,"2018-06-22 19:22:13",4,"Ramaria marrii","Ramaria marrii Scates","**__Ramaria marrii__** Scates","Ramaria marrii  Scates","in Petersen & Scates, Mycotaxon 33: 123 (1988)",0,NULL,NULL,"",NULL,1,"Scates"," ",0
26003,3,"2011-04-01 22:28:22","2015-12-10 04:33:39",423,NULL,65831,287,"2018-09-06 23:31:51",2,"Hygrophoropsis aurantiaca var. pallida","Hygrophoropsis aurantiaca var. pallida (Cooke) Heykoop & Esteve-Rav.","**__Hygrophoropsis aurantiaca__** var. **__pallida__** (Cooke) Heykoop & Esteve-Rav.","Hygrophoropsis aurantiaca  {6var.  pallida  (Cooke) Heykoop & Esteve-Rav.","Boln Soc. Micol. Madrid 20: 163 (1995)",0,5575,NULL,"",NULL,1,"(Cooke) Heykoop & Esteve-Rav."," ",0
26028,2,"2011-04-05 20:05:41","2012-06-21 07:23:42",2873,609,66205,339,"2018-09-02 07:06:50",4,"Phlebia radiata","Phlebia radiata Fr.","**__Phlebia radiata__** Fr.","Phlebia radiata  Fr.","Syst.mycol.(Lundae) 1:427 (1821)",0,299,NULL,NULL,"Class: _Basidiomycetes_
Order: _Polyporales_
Family: _Meruliaceae_",1,"Fr."," ",0
26033,2,"2011-04-08 20:16:32","2014-02-16 22:23:51",2070,NULL,66380,53,"2018-06-23 03:40:49",9,"Meottomyces","Meottomyces Vizzini","**__Meottomyces__** Vizzini","Meottomyces  Vizzini","Riv. Micol. 51(1): 63 (2008)",0,NULL,NULL,"",NULL,1,"Vizzini"," ",0
26037,2,"2011-04-09 09:57:28","2018-08-17 19:29:37",2873,NULL,66406,157,"2018-08-19 13:56:21",4,"Trentepohlia aurea","Trentepohlia aurea Mart.","**__Trentepohlia aurea__** Mart.","Trentepohlia aurea  Mart.","Mart., Fl. Crypt. Erl.: 351 (1817)",0,NULL,NULL,"",NULL,0,"Mart."," ",0
26050,1,"2011-04-12 23:48:13","2011-04-12 23:48:13",2873,NULL,66618,61,"2018-06-23 02:12:58",4,"Mucronella pulchra","Mucronella pulchra Corner","**__Mucronella pulchra__** Corner","Mucronella pulchra  Corner",NULL,0,NULL,NULL,NULL,NULL,1,"Corner"," ",0
26056,1,"2011-04-14 23:00:02","2011-04-14 23:03:53",9,NULL,66725,112,"2018-09-03 21:48:27",4,"Cortinarius salor","Cortinarius salor Fr.","**__Cortinarius salor__** Fr.","Cortinarius salor  Fr.","Epicr. syst. mycol. (Upsaliae): 276 (1838)",0,3190,NULL,NULL,NULL,1,"Fr."," ",0
26083,1,"2011-04-20 19:48:06","2011-04-20 19:48:06",25,NULL,67219,80,"2018-06-22 23:25:52",4,"Pholiotina exannulata","Pholiotina exannulata","**__Pholiotina exannulata__**","Pholiotina exannulata",NULL,0,NULL,NULL,NULL,NULL,1,""," ",0
26084,3,"2011-04-21 00:27:32","2017-01-02 22:56:58",123,2302,67225,728,"2018-09-01 05:08:57",4,"Agaricus fuscofibrillosus","Agaricus fuscofibrillosus sensu auct. amer.","__Agaricus fuscofibrillosus__ sensu auct. amer.","Agaricus fuscofibrillosus  sensu auct. amer.","",1,6145,NULL,"Agaricus fuscobfibrillosus was described from Europe, and Rick Kerrigan's dna studies have shown that the California material is a different species.","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Agaricaceae_",0,"sensu auct. amer."," ",0
26113,1,"2011-04-23 01:44:10","2011-04-23 01:44:10",252,NULL,67375,138,"2018-08-04 05:45:48",4,"Punctelia jeckeri","Punctelia jeckeri (Roum.) Kalb","**__Punctelia jeckeri__** (Roum.) Kalb","Punctelia jeckeri  (Roum.) Kalb",NULL,0,NULL,NULL,NULL,NULL,1,"(Roum.) Kalb"," lichen ",0
26114,2,"2011-04-23 10:26:57","2015-01-31 08:38:16",2873,NULL,67435,223,"2018-06-22 16:04:34",4,"Trichoderma viride","Trichoderma viride Pers.","**__Trichoderma viride__** Pers.","Trichoderma viride  Pers.","Persoon, C.H. 1794. Dispositio methodica fungorum. Neues Magazin für die Botanik. 1:81-128",0,NULL,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=181950
http://www.mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=27648&Fields=All",NULL,1,"Pers."," ",0
26123,2,"2011-04-24 04:33:10","2012-12-03 19:29:25",181,4469,67527,85,"2018-07-26 13:28:13",11,"Mucorales","Mucorales (Fr.)","**__Mucorales__** (Fr.)","Mucor!5  (Fr.)",NULL,0,NULL,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Zygomycota_
",1,"(Fr.)"," ",0
26166,4,"2011-04-25 07:05:22","2018-03-28 00:38:29",2873,NULL,67706,123,"2018-06-22 19:41:02",4,"Ceriporia reticulata","Ceriporia reticulata (Hoffm.) Doma?ski","**__Ceriporia reticulata__** (Hoffm.) Doma?ski","Ceriporia reticulata  (Hoffm.) Doma?ski","Acta Soc. Bot. Pol. 32(4): 732 (1963)",0,NULL,NULL,"Habitat/range: On hardwoods, usually Populus, infrequently on conifers, causing a white rot. In BC, known from Cowichan Lake and Jordan River on southern Vancouver Island. Elsewhere in western North America, known from AB to WA south to CA and NM.Basidiomata effuse, typically in small patches, annual, fragile, separable, up to 1 mm thick; margin greyish white, white, cream, pinkish to pale orange, thin, arachnoid to cottony, fimbriate; context thin, cottony, white to pinkish white; pore surface appearing netlike, greyish white to white, cream, pinkish to pale orange; pores round to irregular, 3–4 per millimetre.
Hyphae 3–7 ?m diameter with simple septa, loosely woven, branches fre- quent and diverging at a right angle, walls thin; basidiospores allantoid, 7.0–9.5 × 2.0–3.5 ?m.



Polypores of British Columbia (Fungi: Basidiomycota)",NULL,1,"(Hoffm.) Doma?ski"," ",0
26445,1,"2011-04-25 07:05:57","2012-07-10 01:40:42",2873,3214,67989,13,"2018-07-01 10:15:07",9,"Lasiobelonium","Lasiobelonium","**__Lasiobelonium__**","Lasiobelonium",NULL,0,NULL,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Leotiomycetes_
Order: _Helotiales_
Family: _Hyaloscyphaceae_",1,""," ",0
26595,4,"2011-04-25 07:06:17","2013-06-17 22:58:20",2873,NULL,68140,79,"2018-08-24 17:56:03",4,"Pluteus podospileus","Pluteus podospileus Sacc. & Cub.","**__Pluteus podospileus__** Sacc. & Cub.","Pluteus podospileus  Sacc. & Cub.","Syll. fung. (Abellini) 5: 672 (1887)",0,3978,NULL,"",NULL,1,"Sacc. & Cub."," ",0
26697,1,"2011-04-25 07:06:30","2012-07-12 06:32:53",2873,4872,68242,8,"2017-05-15 06:19:26",9,"Tomentellopsis","Tomentellopsis","**__Tomentellopsis__**","Tomentellopsis",NULL,0,NULL,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Thelephorales_
Family: _Thelephoraceae_",1,""," ",0
26814,2,"2011-05-04 00:16:34","2016-12-16 17:18:14",2873,NULL,69310,143,"2018-06-22 18:30:57",4,"Trechispora mollusca","Trechispora mollusca (Pers.) Liberta","**__Trechispora mollusca__** (Pers.) Liberta","Trechispora mollusca  (Pers.) Liberta","Can.J. Bot. 51(10):1878 (1974) [ 1973]",0,NULL,NULL,NULL,NULL,1,"(Pers.) Liberta"," ",0
26856,2,"2011-05-05 23:44:08","2014-04-01 00:25:30",2873,NULL,69439,177,"2018-08-24 17:56:55",4,"Pluteus primus","Pluteus primus Bonnard","**__Pluteus primus__** Bonnard","Pluteus primus  Bonnard","Mycol. helv. 4(2): 169 (1991)",0,NULL,NULL,"",NULL,1,"Bonnard"," ",0
26905,1,"2011-05-09 02:11:32","2011-05-09 02:11:32",423,NULL,69666,204,"2018-09-03 04:28:04",2,"Flammulina velutipes var. velutipes","Flammulina velutipes var. velutipes (Curtis) Singer","**__Flammulina velutipes__** (Curtis) Singer var. **__velutipes__**","Flammulina velutipes  {6var.  !velutipes  (Curtis) Singer",NULL,0,3212,NULL,NULL,NULL,1,"(Curtis) Singer"," ",0
26927,2,"2011-05-15 00:25:14","2017-01-28 19:30:48",2183,NULL,70040,92,"2018-08-06 12:25:09",4,"Fuligo candida","Fuligo candida Pers.","**__Fuligo candida__** Pers.","Fuligo candida  Pers.","Observ. mycol. (Lipsiae) 1: 92 (1796)",0,NULL,NULL,"",NULL,1,"Pers."," ",0
26967,3,"2011-05-18 03:52:45","2018-02-24 22:23:09",181,3937,70620,1147,"2018-09-09 23:34:44",10,"Corticiaceae","Corticiaceae sensu lato","**__Corticiaceae__** sensu lato","Cortici!7  sensu lato","",0,4371,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_",1,"sensu lato"," ",0
26972,1,"2011-05-18 05:08:03","2012-07-12 06:32:31",181,4535,70633,22,"2018-01-13 16:31:57",13,"Oomycota","Oomycota","**__Oomycota__**","O!1",NULL,0,NULL,NULL,NULL,"Kingdom: _Chromista_
",1,""," ",0
27005,2,"2011-05-23 12:30:38","2011-05-23 12:34:36",25,NULL,71090,288,"2018-07-29 01:24:25",4,"Chaetothiersia vernalis","Chaetothiersia vernalis Perry & Pfister","**__Chaetothiersia vernalis__** Perry & Pfister","Chaetothiersia vernalis  Perry & Pfister","",0,NULL,NULL,"",NULL,1,"Perry & Pfister"," ",0
27048,3,"2011-05-24 21:24:27","2015-01-17 22:51:33",2183,NULL,71260,130,"2018-08-15 14:43:49",4,"Arcyria incarnata","Arcyria incarnata (Pers.) Pers.","**__Arcyria incarnata__** (Pers.) Pers.","Arcyria incarnata  (Pers.) Pers.","Observ. mycol. (Lipsiae) 1: 58 (1796) / Persoon, C.H. 1796. Observationes mycologicae. 1:1-116",0,NULL,NULL,"MYCOBANK: THE AUTHORS ARE, \"(Pers. ex J.F. Gmel.) Pers.\"
SEE: http://www.mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=164112&Fields=All",NULL,1,"(Pers.) Pers."," ",0
27051,3,"2011-05-25 15:53:39","2017-03-24 01:38:10",423,NULL,71298,232,"2018-09-03 19:48:18",16,"Amanita pantherina group","Amanita pantherina group sensu auct. amer.","__Amanita pantherina__ group sensu auct. amer.","Amanita pantherina   group  sensu auct. amer.","",1,3836,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Amanitaceae_",1,"sensu auct. amer."," ",0
27059,2,"2011-05-26 13:39:35","2011-05-26 13:40:00",2428,NULL,71369,93,"2018-09-09 02:34:16",4,"Lindbladia tubulina","Lindbladia tubulina Fr.","**__Lindbladia tubulina__** Fr.","Lindbladia tubulina  Fr.","Fries, E.M., 1849, Summa vegetabilium Scandinaviae 2: 449",0,3231,NULL,"",NULL,1,"Fr."," ",0
27075,3,"2011-05-27 08:32:07","2012-12-29 19:51:51",2873,4990,71441,188,"2018-08-22 21:49:13",7,"Lepiota sect. Echinatae","Lepiota sect. Echinatae","**__Lepiota__** sect. **__Echinatae__**","Lepiota  {2sect.  Echinatae","",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Agaricaceae_",1,""," ",0
27121,2,"2011-06-04 01:17:28","2014-05-27 21:35:42",564,5612,71955,232,"2018-09-04 05:11:37",4,"Corallorhiza maculata","Corallorhiza maculata Raf.","**__Corallorhiza maculata__** Raf.","Corallorhiza maculata  Raf.","_Amer. Monthly Mag. & Crit. Rev._ 2(2): 119. 1817 ==[==Dec 1817]",0,3244,NULL,"http://www.theplantlist.org/tpl1.1/record/kew-47047
http://www.ipni.org/ipni/idPlantNameSearch.do?id=59657-2&back_page=%2Fipni%2FeditSimplePlantNameSearch.do%3Bjsessionid%3DCDABD05645D62AACEE7E5804915D15D2%3Ffind_wholeName%3Dcorallorhiza%2Bmaculata%26output_format%3Dnormal","Domain: _Eukarya_
Kingdom: _Plantae_
Phylum: _Basidiomycota_
Class: _Liliopsida_
Order: _Asparagales_
Family: _Orchidaceae_",0,"Raf."," ",0
27144,2,"2011-06-06 13:33:15","2011-06-06 13:38:21",423,NULL,72108,871,"2018-09-09 19:09:14",4,"Leucocoprinus cepistipes","Leucocoprinus cepistipes (Sowerby) Pat.","**__Leucocoprinus cepistipes__** (Sowerby) Pat.","Leucocoprinus cepistipes  (Sowerby) Pat.","[as 'cepaestipes'], J. Bot., Paris 3: 336 (1889)",0,566,NULL,"",NULL,1,"(Sowerby) Pat."," ",0
27172,2,"2011-06-07 13:02:27","2015-04-13 01:35:25",1909,5672,72192,56,"2018-07-26 02:05:04",4,"Stemonitis pallida","Stemonitis pallida Wingate","**__Stemonitis pallida__** Wingate","Stemonitis pallida  Wingate","in Macbride, N. Amer. Slime-Moulds (New York): 123 (1899)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Amoebozoa_
Phylum: _Mycetozoa_
Class: _Myxogastria_
Order: _Stemonitales_
Family: _Stemonitidaceae_",1,"Wingate"," ",0
27195,2,"2011-06-16 10:49:57","2014-04-22 22:51:11",2183,4847,72966,50,"2018-06-23 04:28:41",9,"Symphytocarpus","Symphytocarpus Ing & Nann.-Bremek.","**__Symphytocarpus__** Ing & Nann.-Bremek.","Symphytocarpus  Ing & Nann.-Bremek.","Proc. K. Ned. Akad. Wet., Ser. C, Biol. Med. Sci. 70(2): 218 (1967)",0,NULL,NULL,"","Kingdom: _Protozoa_
Phylum: _Amoebozoa_
Class: _Myxogastrea_
Order: _Stemonitida_
Family: _Stemonitidaceae_",1,"Ing & Nann.-Bremek."," ",0
27208,2,"2011-06-19 06:04:17","2013-03-19 23:58:50",2873,3319,73232,11,"2018-06-11 08:41:31",9,"Neodasyscypha","Neodasyscypha Suková & Spooner","**__Neodasyscypha__** Suková & Spooner","Neodasyscypha  Suková & Spooner","in Suková, Czech Mycol. 57(1-2): 163 (2005)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Leotiomycetes_
Order: _Helotiales_
Family: _Hyaloscyphaceae_",1,"Suková & Spooner"," ",0
27209,2,"2011-06-19 06:04:17","2013-03-19 23:57:20",2873,NULL,73233,23,"2018-06-28 01:26:51",4,"Neodasyscypha cerina","Neodasyscypha cerina (Pers.) Spooner","**__Neodasyscypha cerina__** (Pers.) Spooner","Neodasyscypha cerina  (Pers.) Spooner","in Suková, Czech Mycol. 57(1-2): 168 (2005)",0,NULL,NULL,"",NULL,1,"(Pers.) Spooner"," ",0
27224,2,"2011-06-20 18:44:28","2014-04-22 03:39:59",2873,NULL,73408,117,"2018-06-22 20:03:39",4,"Pirex concentricus","Pirex concentricus (Cooke & Ellis) Hjortstam & Ryvarden","**__Pirex concentricus__** (Cooke & Ellis) Hjortstam & Ryvarden","Pirex concentricus  (Cooke & Ellis) Hjortstam & Ryvarden","Mycotaxon 24: 289 (1985)",0,NULL,NULL,"",NULL,1,"(Cooke & Ellis) Hjortstam & Ryvarden"," ",0
27236,1,"2011-06-20 21:38:52","2011-06-20 22:34:21",2,NULL,73456,49,"2018-08-18 21:03:44",4,"Phaeoclavulina abietina","Phaeoclavulina abietina (Pers.) Giachini","**__Phaeoclavulina abietina__** (Pers.) Giachini","Phaeoclavulina abietina  (Pers.) Giachini",NULL,0,327,NULL,NULL,NULL,0,"(Pers.) Giachini"," ",0
27248,2,"2011-06-20 21:38:53","2011-06-20 22:37:17",2,NULL,73468,224,"2018-06-22 16:03:27",4,"Phaeoclavulina curta","Phaeoclavulina curta (Fr.) Giachini","**__Phaeoclavulina curta__** (Fr.) Giachini","Phaeoclavulina curta  (Fr.) Giachini","Mycotaxon 115: 183-201.",0,3266,NULL,"",NULL,1,"(Fr.) Giachini"," ",0
27289,2,"2011-06-22 18:51:58","2012-08-07 11:33:36",164,2843,73644,91,"2018-08-27 16:41:32",10,"Helotiaceae","Helotiaceae Rehm","**__Helotiaceae__** Rehm","Heloti!7  Rehm","",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Leotiomycetes_
Order: _Helotiales_
",1,"Rehm"," ",0
27314,3,"2011-06-25 02:00:37","2016-06-05 11:05:11",2183,NULL,73893,186,"2018-06-22 16:56:41",4,"Basidioradulum radula","Basidioradulum radula (Fr.) Nobles","**__Basidioradulum radula__** (Fr.) Nobles","Basidioradulum radula  (Fr.) Nobles","Mycologia 59(2): 192 (1967) / Nobles, M.K. 1967. Conspecifity of Basidioradulum (Radula) radula and Corticium hydnans. Mycologia. 59:192-211",0,5295,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=326936
http://fr.mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=13249&Fields=All
---------------------------------------------------------------------","",1,"(Fr.) Nobles"," ",0
27376,1,"2011-06-26 14:48:29","2017-03-31 05:19:29",2,3676,74083,22,"2018-05-19 14:00:23",9,"Amaurodon","Amaurodon","**__Amaurodon__**","Amaurodon",NULL,0,6243,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Thelephorales_
Family: _Thelephoraceae_",1,""," ",0
27443,2,"2011-06-26 14:48:35","2016-07-25 23:16:55",2,3880,74150,14,"2018-01-31 19:02:52",9,"Cladobotryum","Cladobotryum Nees","**__Cladobotryum__** Nees","Cladobotryum  Nees","Nees, Syst. Pilze (Würzburg): 56 (1816) [1816-17]",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Sordariomycetes_
Order: _Hypocreales_
Family: _Hypocreaceae_",1,"Nees"," ",0
27502,3,"2011-06-26 14:48:41","2017-07-01 15:50:15",2,NULL,74209,26,"2018-07-29 21:53:16",4,"Etheirodon fimbriatum","Etheirodon fimbriatum (Pers.) Banker","**__Etheirodon fimbriatum__** (Pers.) Banker","Etheirodon fimbriatum  (Pers.) Banker","Bulletin of the Torrey Botanical Club 29 (7): 441 (1902)",0,5216,NULL,"",NULL,1,"(Pers.) Banker"," ",0
27503,1,"2011-06-26 14:48:41","2012-07-10 01:40:23",2,3111,74210,12,"2018-05-09 15:08:26",9,"Eutypa","Eutypa","**__Eutypa__**","Eutypa",NULL,0,NULL,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Sordariomycetes_
Order: _Xylariales_
Family: _Diatrypaceae_",1,""," ",0
27747,4,"2011-06-26 22:39:34","2018-03-27 15:57:17",2,NULL,74492,203,"2018-09-04 00:06:32",4,"Antrodia malicola","Antrodia malicola (Berk. & M.A. Curtis) Donk","__Antrodia malicola__ (Berk. & M.A. Curtis) Donk","Antrodia malicola  (Berk. & M.A. Curtis) Donk","Persoonia 4(3): 339 (1966)",1,6738,NULL,"Habitat/range: On hardwoods, causing a brown rot. In BC, known from two collections on southern Vancouver Island: one at Observatory Hill, Victoria, and the other on Arbutus menziesii at Metchosin. Elsewhere in western North America, known from AB, WA, MT, WY, and AZ.Basidiomata effuse, reflexed, rarely sessile, typically annual, tough to corky, separable; pileus typically elongated and projecting up to 1.5 cm out from the substrate, some nodulose, some imbricate; pileus surface pale brown aging to greyish brown to blackish brown, finely tomentose in aging to tufted then glabrous; context pale yellowish brown, 1–2 mm thick; tubes pale yellow-
ish brown or paler, up to 5 mm deep; margin distinct, sharp to rounded; pore surface pale cinnamon to pale brown; pores round, angular or sinuous, 2–4 per millimetre, some labyrinth-like, up to 4 mm long and 1 mm wide.
Generative hyphae 2–4 ?m diameter, walls thin to slightly thick; skeletal hyphae predominate in the context, 2–5 ?m diameter; binding hyphae rare, confined to the context, 2–3 ?m diameter; basidiospores cylindrical, ellip- soid to broadly ellipsoid, 7–10 × 2.5–4.0 ?m, typically slightly concave on the surface above the apiculus.
Notes: The pale brown colour distinguishes A. malicola from the other Antro- dia species in British Columbia, except A. serialis is brownish yellow. Micro- scopically, in the context the rare hypha is frequently branched and these are interpreted as binding hyphae.","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Polyporales_
Family: _Fomitopsidaceae_",1,"(Berk. & M.A. Curtis) Donk"," ",0
27750,2,"2011-06-26 22:39:34","2018-03-30 20:23:44",2,2635,74495,192,"2018-07-14 21:43:39",4,"Antrodia ramentacea","Antrodia ramentacea (Berkeley & Broome) Donk","**__Antrodia ramentacea__** (Berkeley & Broome) Donk","Antrodia ramentacea  (Berkeley & Broome) Donk","Persoonia 4(3): 339 (1966)",0,NULL,NULL,"","Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Basidiomycetes_
Order: _Polyporales_
Family: _Fomitopsidaceae_",1,"(Berkeley & Broome) Donk"," ",0
27852,3,"2011-06-26 22:39:46","2017-10-26 01:27:05",2,4259,74597,107,"2018-08-02 03:36:30",9,"Hydnochaete","Hydnochaete Bres.","__Hydnochaete__ Bres.","Hydnochaete  Bres.","",1,3348,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Hymenochaetales_
Family: _Hymenochaetaceae_",1,"Bres."," ",0
28019,6,"2011-06-27 03:32:17","2017-02-25 10:11:07",181,2880,74826,397,"2018-07-26 12:45:26",12,"Sordariomycetes","Sordariomycetes O.E. Erikss. & Winka","**__Sordariomycetes__** O.E. Erikss. & Winka","Sordari!3  O.E. Erikss. & Winka","O.E. Erikss. & Winka, Myconet 1(1): 10 (1997)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_",1,"O.E. Erikss. & Winka"," ",0
28036,4,"2011-06-29 18:14:55","2018-04-15 21:03:27",2873,NULL,75076,267,"2018-07-15 21:09:53",4,"Peniophorella pubera","Peniophorella pubera (Fr.) P. Karst.","**__Peniophorella pubera__** (Fr.) P. Karst.","Peniophorella pubera  (Fr.) P. Karst.","Karsten, P.A. 1889. Kritisk öfversigt af Finlands Basidsvampar (Basidiomycetes; Gastero- & Hymenomycetes). Bidrag till Kännedom av Finlands Natur och Folk. 48:1-470",0,3467,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=212717
http://fr.mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=81096&Fields=All
-----------------------------------------------------------------------------","",1,"(Fr.) P. Karst."," ",0
28045,11,"2011-06-30 02:43:00","2017-07-21 06:21:54",181,4408,75144,619,"2018-09-07 19:19:31",10,"Marasmiaceae","Marasmiaceae sensu lato","**__Marasmiaceae__** sensu lato","Marasmi!7  sensu lato","",0,NULL,NULL,"Includes genera in _Marasmiaceae_, _Omphalotaceae_, _Physalacriaceae_...

_Baeospora_
_Campanella_
_Connopus_
_Crinipellis_
_Cryptomarasmius_
_Epicnaphus_
_Gloiocephala_
_Gymnopus_
_Hymenogloea_
_Lactocollybia_
_Macrocystidia_
_Manuripia_
_Marasmiellus_
_Marasmius_
_Micromphale_
_Mycetinis_
_Palaeocephala_
_Pleurocollybia_
_Rhizomarasmius_
_Rhodocollybia_
_Setulipes_
_Strobilurus_
_Tetrapyrgos_
...","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_",1,"sensu lato"," ",0
