id,version,"created_at","updated_at",user_id,description_id,rss_log_id,num_views,"last_view",north,south,west,east,high,low,ok_for_export,"notes","name","scientific_name",locked
1275,2,"2010-10-19 04:00:35","2010-11-07 13:11:59",1952,NULL,54234,149,"2018-08-28 15:06:07",37.8725,37.8505,-122.447,-122.418,NULL,NULL,1,"","Angel Island State Park, San Francisco, California, USA","USA, California, San Francisco, Angel Island State Park",0
1348,1,"2010-10-29 14:13:28","2010-10-29 14:13:28",1838,NULL,55938,151,"2018-08-30 21:50:18",37.946,37.8537,-122.092,-121.982,NULL,NULL,1,"","Walnut Creek, California, USA","USA, California, Walnut Creek",0
1354,6,"2010-11-02 02:03:15","2016-12-24 19:55:53",9,NULL,56316,104,"2018-03-17 18:00:49",38.0278,37.9368,-122.592,-122.435,NULL,NULL,1,"

[admin - Sun Nov 14 14:13:14 +0000 2010]: Changed location name from 'San Rafael,  Marin Co. , California,  USA' to 'San Rafael, California,  USA'

[admin - 2016-11-23 16:28:16 +0000]: Merged with San Rafael, Marin Co., California: North: 38.0278, South: 37.9368, West: -122.592, East: -122.435

[admin - 2016-12-24 19:55:53 +0000]: Merged with San Rafael, California, USA: North: 38.1067, South: 37.998, West: -122.612, East: -122.515","San Rafael, Marin Co., California, USA","USA, California, Marin Co., San Rafael",0
1359,1,"2010-11-04 06:10:29","2010-11-04 06:10:29",123,NULL,56473,20,"2017-09-10 06:05:55",38.0006,37.9263,-122.571,-122.533,NULL,NULL,1,"","Kentfield, California, USA","USA, California, Kentfield",0
1383,1,"2010-11-11 19:45:22","2010-11-11 19:45:22",919,NULL,57142,74,"2018-06-03 22:10:19",37.7957,37.7213,-122.004,-121.89,NULL,NULL,1,"","San Ramon, California, USA","USA, California, San Ramon",0
1386,4,"2010-11-12 13:47:52","2013-07-22 20:33:58",919,NULL,57252,63,"2018-05-01 09:12:27",37.8903,37.8677,-122.155,-122.129,NULL,NULL,1,"Pay to park at the top of the dam. easy trail along shore, longer trail up on the surrounding ridge. 

[admin - 2013-07-22 20:33:58 +0000]: Merged with Lafayette Reservoir, Contra Costa Co., California, USA: North: 37.8908, South: 37.8673, West: -122.156, East: -122.129","Lafayette Reservoir, Lafayette, California, USA","USA, California, Lafayette, Lafayette Reservoir",0
1389,3,"2010-11-13 23:54:08","2011-02-08 12:34:23",1838,NULL,57363,15,"2017-07-09 01:07:53",37.3446,37.3383,-121.646,-121.64,NULL,NULL,1,"

[admin - Tue Feb 08 12:34:23 +0000 2011]: Changed location name from 'Lick Observatory, Mt Hamilton, Santa Clara Co., California, USA' to 'Lick Observatory, Mount Hamilton, Santa Clara Co., California, USA'","Lick Observatory, Mount Hamilton, Santa Clara Co., California, USA","USA, California, Santa Clara Co., Mount Hamilton, Lick Observatory",0
1407,1,"2010-11-23 01:58:59","2010-11-23 01:58:59",919,NULL,58194,13,"2018-01-25 19:03:31",37.8469,37.7799,-122.04,-121.951,NULL,NULL,1,"","Danville, California, USA","USA, California, Danville",0
1415,1,"2010-11-29 07:39:26","2010-11-29 07:39:26",2750,NULL,58661,105,"2018-07-21 07:27:53",36.621,36.554,-121.98,-121.913,NULL,NULL,1,"","Del Monte Forest, Monterey, California, USA","USA, California, Monterey, Del Monte Forest",0
1423,1,"2010-12-03 03:13:16","2010-12-03 03:13:16",2748,NULL,58897,196,"2018-08-03 23:16:14",37.9058,37.8798,-122.287,-122.246,NULL,NULL,1,"","Berkeley Hills, Berkeley, California, USA","USA, California, Berkeley, Berkeley Hills",0
1428,1,"2010-12-07 07:26:30","2010-12-07 07:26:30",120,NULL,59240,32,"2018-03-16 00:13:26",37.7938,37.7869,-122.168,-122.161,NULL,NULL,1,"","Merritt College, Oakland, California, USA","USA, California, Oakland, Merritt College",0
1429,1,"2010-12-07 07:41:38","2010-12-07 07:41:38",120,NULL,59243,43,"2017-12-08 20:00:25",37.7903,37.7746,-122.163,-122.142,NULL,NULL,1,"","Leona Canyon Regional Open Space Preserve, Oakland, California, USA","USA, California, Oakland, Leona Canyon Regional Open Space Preserve",0
1450,1,"2010-12-17 08:48:25","2010-12-17 08:48:25",123,NULL,59892,41,"2018-05-01 14:13:19",38.3696,38.363,-122.514,-122.502,NULL,NULL,1,"","Bouverie Preserve, Glen Ellen, Sonoma Co., California, USA","USA, California, Sonoma Co., Glen Ellen, Bouverie Preserve",0
1452,1,"2010-12-19 02:44:57","2010-12-19 02:44:57",123,NULL,59980,46,"2018-04-10 14:18:00",37.8177,37.8087,-122.247,-122.231,NULL,NULL,1,"","Lakeshore, Oakland, California, USA","USA, California, Oakland, Lakeshore",0
1476,3,"2011-01-05 03:05:42","2011-02-08 12:34:34",1952,NULL,60868,50,"2018-01-28 07:50:48",38.2558,38.2411,-122.144,-122.121,NULL,NULL,1,"

[admin - Tue Feb 08 12:34:34 +0000 2011]: Changed location name from 'Rockville Park, Fairfield, Solano Co., California, USA' to 'Rockville Park, Fairfield, California, USA'","Rockville Park, Fairfield, California, USA","USA, California, Fairfield, Rockville Park",0
1492,1,"2011-01-10 11:10:39","2011-01-10 11:10:39",1959,NULL,61111,59,"2018-04-11 19:53:58",37.4785,37.0117,-122.512,-121.776,NULL,NULL,1,"","California Highway 9 near Skyline Blvd., Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., California Highway 9 near Skyline Blvd.",0
1495,3,"2011-01-11 03:14:40","2011-01-12 18:30:39",2278,NULL,61169,30,"2017-09-14 17:58:47",37.0608,37.0311,-121.817,-121.795,NULL,NULL,1,"","Eureka Canyon Rd., Corralitos, California, USA","USA, California, Corralitos, Eureka Canyon Rd.",0
1517,1,"2011-01-13 00:03:46","2011-01-13 00:03:46",2278,NULL,61340,57,"2017-12-11 09:43:10",37.0458,36.9629,-121.911,-121.822,NULL,NULL,1,"","Hills near Aptos, California, USA","USA, California, Hills near Aptos",0
1530,2,"2011-01-14 02:51:52","2011-01-16 07:15:49",2278,NULL,61465,45,"2018-08-15 23:03:45",37.0269,36.9634,-121.836,-121.74,NULL,NULL,1,"just on the side of the road ","Corralitos, California, USA","USA, California, Corralitos",0
1562,1,"2011-01-19 04:04:12","2011-01-19 04:04:12",123,NULL,61725,107,"2018-06-20 06:47:09",37.6477,37.6193,-122.457,-122.4,NULL,NULL,1,"","San Bruno, California, USA","USA, California, San Bruno",0
1563,1,"2011-01-19 05:29:16","2011-01-19 05:29:16",123,NULL,61730,30,"2018-03-09 11:42:49",37.5945,37.5609,-122.483,-122.452,NULL,NULL,1,"","San Pedro Valley, Pacifica, California, USA","USA, California, Pacifica, San Pedro Valley",0
1566,1,"2011-01-20 07:56:29","2011-01-20 07:56:29",564,NULL,61803,56,"2017-11-27 07:13:09",37.283,37.2312,-122.296,-122.198,NULL,NULL,1,"","Pescadero Creek County Park, San Mateo Co., California, USA","USA, California, San Mateo Co., Pescadero Creek County Park",0
1567,1,"2011-01-20 09:16:39","2011-01-20 09:16:39",181,NULL,61805,292,"2018-09-06 19:28:08",37.4312,37.4139,-122.304,-122.272,NULL,NULL,1,"","Teague Hill Open Space Preserve, San Mateo Co., California, USA","USA, California, San Mateo Co., Teague Hill Open Space Preserve",0
1644,1,"2011-01-31 19:03:57","2011-01-31 19:03:57",1959,NULL,62332,31,"2017-09-17 17:18:10",37.9848,37.9792,-122.531,-122.526,NULL,NULL,1,"","Mountain Park, San Rafael, Marin Co., California, USA","USA, California, Marin Co., San Rafael, Mountain Park",0
1658,2,"2011-02-02 18:01:54","2014-12-18 22:37:48",1959,NULL,62445,64,"2018-08-19 18:06:51",37.4626,37.3358,-122.213,-122.104,200,2,1,"

[admin - 2014-12-18 22:37:48 +0000]: Merged with Palo Alto, San Mateo Co., California, USA: North: 37.4691, South: 37.2766, West: -122.249, East: -122.115","Palo Alto, California, USA","USA, California, Palo Alto",0
1663,1,"2011-02-05 05:00:20","2011-02-05 05:00:20",123,NULL,62515,27,"2017-08-31 19:34:55",37.4271,37.4074,-122.069,-122.051,NULL,NULL,1,"","NASA Ames Research Center, California, USA","USA, California, NASA Ames Research Center",0
1678,1,"2011-02-07 00:17:55","2011-02-07 00:17:55",1838,NULL,62713,42,"2018-06-04 07:19:17",37.8909,37.8222,-122.138,-122.093,NULL,NULL,1,"","Lafayette Moraga Regional Trail, Contra Costa Co., California, USA","USA, California, Contra Costa Co., Lafayette Moraga Regional Trail",0
1707,1,"2011-02-10 14:05:05","2011-02-10 14:05:05",25,NULL,63084,153,"2018-08-18 11:52:42",37.4199,37.3658,-122.343,-122.293,NULL,NULL,1,"","El Corte De Madera Creek Open Space, San Mateo Co., California, USA","USA, California, San Mateo Co., El Corte De Madera Creek Open Space",0
1727,1,"2011-02-18 19:24:37","2011-02-18 19:24:37",1959,NULL,63410,474,"2018-07-26 06:34:27",37.3266,37.3188,-122.051,-122.043,NULL,NULL,1,"Areas is marked by a solitary large Coast Live Oak tree between Stevens Creek Blvd and the Access Road.","Access Rd., De Anza College, Cupertino, California, USA","USA, California, Cupertino, De Anza College, Access Rd.",0
1728,1,"2011-02-18 19:56:40","2011-02-18 19:56:40",1959,NULL,63413,47,"2017-11-27 23:26:02",37.2978,37.2838,-122.067,-122.051,NULL,NULL,1,"Public open space with trails for hiking, horseback riding and mountain biking. (Entrance near 37.287495,-122.059869)","Fremont Older Regional Open Space, Cupertino, California, USA","USA, California, Cupertino, Fremont Older Regional Open Space",0
1729,4,"2011-02-18 20:30:57","2011-03-01 03:09:09",1959,NULL,63415,48,"2018-08-19 18:06:52",37.4179,37.4117,-122.157,-122.148,NULL,NULL,1,"This is an area of mixed landscaping and natural flora, with park areas and trails winding around and through condominiums. The area extends from Page Mill Rd. at Peter Coutts Rd. at the Southeast corner to Peter Coutts Rd. at Stanford Ave. at the Northwest corner. The area running along the edge of Page Mill Rd. has many conifers and some mixed hardwoods which are easily accessed from Peter Coutts Rd at Page Mill Rd. That is an area of green belt which separated a condominuium complex from the roadway.  I think it is private land, but people walk or bike through parts of it on trails, which may be public easements.

[admin - Tue Mar 01 03:09:09 +0000 2011]: Changed location name from 'Peter Coutts Cir., Palo Alto, California, USA' to 'Peter Coutts Circle, Palo Alto, California, USA'","Peter Coutts Circle, Palo Alto, California, USA","USA, California, Palo Alto, Peter Coutts Circle",0
1737,2,"2011-02-19 08:21:19","2015-09-20 00:31:21",181,NULL,63457,209,"2018-09-08 01:25:54",37.8814,37.8667,-122.249,-122.229,NULL,NULL,1,"","Strawberry Canyon, Berkeley, California, USA","USA, California, Berkeley, Strawberry Canyon",0
1741,1,"2011-02-20 04:19:04","2011-02-20 04:19:04",123,NULL,63499,73,"2018-06-17 01:26:36",38.3508,38.2457,-122.358,-122.224,NULL,NULL,1,"","Napa, California, USA","USA, California, Napa",0
1744,3,"2011-02-20 16:39:57","2011-03-01 03:09:12",164,NULL,63529,66,"2018-06-04 08:09:24",38.3209,37.8151,-123.135,-122.347,NULL,NULL,1,"

[admin - Tue Mar 01 03:09:12 +0000 2011]: Changed location name from 'Pt. Reyes Fungus Fair, Bear Valley Visitor Center, Marin Co, California, USA' to 'Bear Valley Visitor Center, Marin Co., California, USA'","Bear Valley Visitor Center, Marin Co., California, USA","USA, California, Marin Co., Bear Valley Visitor Center",0
1748,1,"2011-02-21 04:12:01","2011-02-21 04:12:01",164,NULL,63564,8,"2017-07-08 13:43:37",37.7539,37.7476,-122.151,-122.145,NULL,NULL,1,"","Oakland Zoo, Oakland, California, USA","USA, California, Oakland, Oakland Zoo",0
1749,3,"2011-02-21 18:19:44","2011-03-01 03:09:12",1959,NULL,63580,664,"2018-08-28 15:56:30",37.42,37.419,-122.174,-122.172,NULL,NULL,1,"Don't park anywhere along the roadside, even if it is not marked. Stanford parking enforcement Nazis consider the roadsides to be \"landscaped areas\" for purposes of parking enforcement. Basically don't park anywhere on campus unless signs tell you you CAN park there and special permits are not required.  It's not public land but you can walk around freely on the campus with impunity.

[admin - Tue Mar 01 03:09:12 +0000 2011]: Changed location name from '401-675 Campus Dr. E., Stanford University Campus, California, USA' to '401-675 Campus Dr. East, Stanford University, Stanford, California, USA'","401-675 Campus Dr. East, Stanford University, Stanford, California, USA","USA, California, Stanford, Stanford University, 401-675 Campus Dr. East",0
1750,1,"2011-02-21 18:41:47","2011-02-21 18:41:47",1959,NULL,63583,54,"2018-07-19 19:46:34",37.4168,37.4107,-122.194,-122.181,NULL,NULL,1,"Access from parking lot on Alpine Rd. at Piers Ln. Public access allowed sunrise-sunset.","Dish Area, Stanford University, Stanford, California, USA","USA, California, Stanford, Stanford University, Dish Area",0
1751,1,"2011-02-21 19:18:28","2011-02-21 19:18:28",1959,NULL,63584,61,"2018-09-04 23:11:50",37.3687,37.3405,-122.198,-122.172,NULL,NULL,1,"http://www.cityofpaloalto.org/depts/csd/parks_and_open_space/preserves_and_open_spaces/foothills_park.asp

Public park. Free to residents of Palo Alto, others pay a fee to enter.

Access from Page Mill Rd.","Foothills Park, Palo Alto, California, USA","USA, California, Palo Alto, Foothills Park",0
1764,1,"2011-02-22 19:33:38","2011-02-22 19:33:38",2893,NULL,63632,12,"2017-09-14 02:15:31",37.581,37.5294,-122.394,-122.329,NULL,NULL,1,"","Hillsborough, California, USA","USA, California, Hillsborough",0
1790,1,"2011-03-01 01:49:52","2011-03-01 01:49:52",2584,NULL,63925,81,"2018-04-28 01:08:06",38.0025,37.9547,-122.329,-122.258,NULL,NULL,1,"","El Sobrante, California, USA","USA, California, El Sobrante",0
1792,1,"2011-03-01 01:55:24","2011-03-01 01:55:24",2584,NULL,63927,50,"2018-07-29 16:18:34",37.4108,37.3511,-122.173,-122.104,NULL,NULL,1,"","Los Altos Hills, California, USA","USA, California, Los Altos Hills",0
1794,3,"2011-03-01 02:06:55","2017-01-14 00:59:45",2584,NULL,63930,148,"2018-08-30 03:38:24",37.5546,37.5021,-121.859,-121.797,NULL,NULL,1,"","Sunol Regional Wilderness, Alameda Co., California, USA","USA, California, Alameda Co., Sunol Regional Wilderness",0
1851,1,"2011-03-03 01:54:20","2011-03-03 01:54:20",1,NULL,64045,63,"2018-07-11 02:59:44",37.7711,37.7686,-122.468,-122.464,NULL,NULL,1,"","California Academy of Sciences, San Francisco, California, USA","USA, California, San Francisco, California Academy of Sciences",0
1863,1,"2011-03-03 02:09:41","2011-03-03 02:09:41",1,NULL,64058,18,"2016-06-15 11:43:04",36.6427,36.5978,-121.948,-121.901,NULL,NULL,1,"","Pacific Grove, California, USA","USA, California, Pacific Grove",0
1866,1,"2011-03-03 02:12:14","2011-03-03 02:12:14",1,NULL,64061,33,"2018-05-03 02:03:21",37.3401,37.2784,-122.091,-121.996,NULL,NULL,1,"","Cupertino, California, USA","USA, California, Cupertino",0
1883,1,"2011-03-03 18:00:00","2011-03-03 18:00:00",2584,NULL,64091,87,"2018-08-14 06:40:43",37.974,37.9594,-122.269,-122.256,NULL,NULL,1,"","Sobrante Ridge Regional Preserve, Contra Costa Co., California, USA","USA, California, Contra Costa Co., Sobrante Ridge Regional Preserve",0
1887,1,"2011-03-05 04:15:30","2011-03-05 04:15:30",2262,NULL,64139,76,"2018-05-18 20:16:24",36.9955,36.9777,-121.942,-121.91,NULL,NULL,1,"","Cabrillo College Campus, Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., Cabrillo College Campus",0
1889,1,"2011-03-06 03:59:43","2011-03-06 03:59:43",911,NULL,64165,13,"2017-09-18 02:40:02",37.0384,37.0311,-122.008,-122.003,NULL,NULL,1,"","Hidden Hill, Burl Rd., Santa Cruz, California, USA","USA, California, Santa Cruz, Burl Rd., Hidden Hill",0
1895,1,"2011-03-07 21:20:17","2011-03-07 21:20:17",2900,NULL,64238,29,"2017-10-06 00:06:36",37.8853,37.8775,-122.148,-122.134,NULL,NULL,1,"","near Lafayette Reservoir, Contra Costa Co., California, USA","USA, California, Contra Costa Co., near Lafayette Reservoir",0
1904,1,"2011-03-09 14:12:51","2011-03-09 14:12:51",2584,NULL,64348,147,"2018-08-28 15:08:59",37.7957,37.7449,-122.308,-122.224,NULL,NULL,1,"","Alameda, California, USA","USA, California, Alameda",0
1905,2,"2011-03-09 14:13:33","2017-01-12 04:34:41",2584,NULL,64349,278,"2018-08-28 15:22:40",37.8987,37.8667,-122.318,-122.282,NULL,NULL,1,"","Albany, California, USA","USA, California, Albany",0
1919,1,"2011-03-11 18:52:24","2011-03-11 18:52:24",911,NULL,64467,8,"2017-09-05 19:21:41",37.2965,36.8297,-122.597,-121.86,NULL,NULL,1,"","Swanton Pacific Ranch, Swanton Rd., Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., Swanton Rd., Swanton Pacific Ranch",0
1945,1,"2011-03-14 10:35:05","2011-03-14 10:35:05",123,NULL,64590,52,"2018-04-19 02:28:23",37.567,37.5532,-122.513,-122.491,NULL,NULL,1,"","Montara State Beach, Montara, California, USA","USA, California, Montara, Montara State Beach",0
1973,1,"2011-03-14 18:06:26","2011-03-14 18:06:26",564,NULL,64623,71,"2018-06-13 18:23:57",37.2852,37.2727,-122.309,-122.285,NULL,NULL,1,"","Memorial County Park, San Mateo Co., California, USA","USA, California, San Mateo Co., Memorial County Park",0
2039,2,"2011-03-16 10:09:48","2011-03-16 10:27:38",123,NULL,64778,176,"2018-07-28 14:43:28",37.5865,37.4591,-122.45,-122.309,NULL,NULL,1,"Crystal springs watershed is a fenced off place with lots of security.  If the rangers catch you there they will give you a warning never to come back.  If you come back they will give you a $300 ticket.  There is a big fence around the whole thing.  In some places trees have fallen on the fence.","Crystal Springs Watershed, San Mateo Co., California, USA","USA, California, San Mateo Co., Crystal Springs Watershed",0
2040,1,"2011-03-16 16:08:32","2011-03-16 16:08:32",2584,NULL,64779,67,"2018-04-30 21:36:40",37.358,37.3128,-122.183,-122.088,NULL,NULL,1,"","Rancho San Antonio Open Space Preserve, Los Altos, California, USA","USA, California, Los Altos, Rancho San Antonio Open Space Preserve",0
2055,2,"2011-03-17 16:07:24","2014-12-11 08:25:01",9,NULL,64846,101,"2018-04-12 11:11:07",38.254,38.2307,-122.152,-122.127,NULL,NULL,1,"","Rockville Hills Regional Park, Solano Co., California, USA","USA, California, Solano Co., Rockville Hills Regional Park",0
2061,2,"2011-03-17 16:31:20","2011-10-17 20:41:59",9,NULL,64853,112,"2017-10-06 03:19:45",37.8634,37.8621,-122.318,-122.316,NULL,NULL,1,"","Berkeley Marina, Berkeley, California, USA","USA, California, Berkeley, Berkeley Marina",0
2062,2,"2011-03-17 16:36:59","2017-01-15 21:11:37",9,NULL,64854,41,"2018-06-16 14:47:59",38.2902,38.2409,-122.258,-122.211,NULL,NULL,1,"","Skyline Wilderness Park, Napa Co., California, USA","USA, California, Napa Co., Skyline Wilderness Park",0
2073,1,"2011-03-17 16:53:53","2011-03-17 16:53:53",9,NULL,64868,16,"2017-12-29 03:04:12",38.2997,38.2979,-122.147,-122.143,NULL,NULL,1,"","Suisun Reservoir, Fairfield, California, USA","USA, California, Fairfield, Suisun Reservoir",0
2086,1,"2011-03-17 20:20:07","2011-03-17 20:20:07",2584,NULL,64887,12,"2017-09-08 18:25:36",37.7815,37.7709,-122.434,-122.415,NULL,NULL,1,"","Hayes Valley, San Francisco, California, USA","USA, California, San Francisco, Hayes Valley",0
2087,1,"2011-03-17 20:22:42","2011-03-17 20:22:42",2584,NULL,64888,17,"2018-04-15 01:06:25",37.7851,37.7788,-122.424,-122.418,NULL,NULL,1,"","Van Ness Ave. and Turk St., San Francisco, California, USA","USA, California, San Francisco, Van Ness Ave. and Turk St.",0
2088,2,"2011-03-17 20:23:14","2013-07-18 04:03:47",2584,NULL,64889,76,"2018-07-25 22:25:46",37.811,37.7859,-122.486,-122.446,NULL,NULL,1,"","Presidio, San Francisco, California, USA","USA, California, San Francisco, Presidio",0
2094,3,"2011-03-20 02:10:59","2017-01-03 04:28:49",172,NULL,64953,83,"2018-08-19 14:45:01",37.534,37.512,-122.52,-122.497,NULL,NULL,1,"

[admin - 2014-04-23 19:15:12 +0000]: Merged with Moss Beach, San Mateo Co., California, USA: North: 37.5373, South: 37.5042, West: -122.52, East: -122.486","Moss Beach, California, USA","USA, California, Moss Beach",0
2095,1,"2011-03-20 03:10:59","2011-03-20 03:10:59",172,NULL,64956,25,"2018-06-18 04:41:31",37.6884,37.6651,-122.471,-122.432,NULL,NULL,1,"","Colma, California, USA","USA, California, Colma",0
2103,1,"2011-03-21 00:37:41","2011-03-21 00:37:41",164,NULL,65000,69,"2018-08-17 23:05:04",37.2608,37.243,-122.399,-122.367,NULL,NULL,1,"","Gazos Creek PCA Field Research Station, Pescadero, California, USA","USA, California, Pescadero, Gazos Creek PCA Field Research Station",0
2105,1,"2011-03-21 03:31:25","2011-03-21 03:31:25",2304,NULL,65014,163,"2018-08-01 01:45:09",37.9447,37.9271,-122.568,-122.536,NULL,NULL,1,"Baltimore Canyon Open Space Preserve is reached from Magnolia Ave. in Larkspur, then Madrone Ave. to the trailhead of the preserve.  It's part of the Marin County Open Space District.  It's public.  The canyon trail goes past Dawn Falls, and up Mount Tamalpais, Parking is limited near the trailhead, so one usually parks on Madrone Ave.  a ways before the trailhead.","Baltimore Canyon, Larkspur, California, USA","USA, California, Larkspur, Baltimore Canyon",0
2106,1,"2011-03-21 16:54:33","2011-03-21 16:54:33",2584,NULL,65025,25,"2017-09-17 01:15:16",37.7517,37.7399,-122.467,-122.45,NULL,NULL,1,"","Laguna Honda, San Francisco, California, USA","USA, California, San Francisco, Laguna Honda",0
2108,1,"2011-03-21 16:56:56","2011-03-21 16:56:56",2584,NULL,65027,11,"2017-07-10 02:20:37",37.8043,37.8015,-122.45,-122.447,NULL,NULL,1,"","Exploratorium, San Francisco, California, USA","USA, California, San Francisco, Exploratorium",0
2112,2,"2011-03-21 17:40:29","2018-02-20 05:10:18",2584,NULL,65033,82,"2018-09-02 21:50:06",37.5226,37.4249,-122.478,-122.417,NULL,NULL,1,"","Half Moon Bay, California, USA","USA, California, Half Moon Bay",0
2121,1,"2011-03-22 07:05:02","2011-03-22 07:05:02",123,NULL,65077,146,"2018-09-05 12:46:48",37.7235,37.7106,-122.433,-122.412,NULL,NULL,1,"","John McLaren Park, San Francisco, California, USA","USA, California, San Francisco, John McLaren Park",0
2124,2,"2011-03-23 18:39:16","2011-03-25 02:22:32",564,NULL,65150,28,"2017-08-30 19:15:22",37.9625,37.9486,-122.562,-122.537,NULL,NULL,1,"","College of Marin, Kentfield, California, USA","USA, California, Kentfield, College of Marin",0
2131,1,"2011-03-23 20:29:24","2011-03-23 20:29:24",2584,NULL,65161,12,"2017-11-18 23:25:56",37.4255,37.4152,-122.096,-122.071,NULL,NULL,1,"","Google Campus, Mountain View, California, USA","USA, California, Mountain View, Google Campus",0
2133,1,"2011-03-24 14:33:04","2011-03-24 14:33:04",123,NULL,65181,11,"2018-01-21 04:49:08",37.1305,37.1019,-122.074,-122.056,NULL,NULL,1,"","Loch Lomond, Lompico, California, USA","USA, California, Lompico, Loch Lomond",0
2135,1,"2011-03-24 14:37:47","2011-03-24 14:37:47",123,NULL,65183,22,"2017-09-12 05:26:28",37.3407,37.3199,-122.212,-122.19,NULL,NULL,1,"","Coal Creek Open Space Preserve, California, USA","USA, California, Coal Creek Open Space Preserve",0
2136,1,"2011-03-24 14:38:18","2011-03-24 14:38:18",123,NULL,65184,124,"2018-04-05 06:20:29",37.415,37.3912,-122.293,-122.256,NULL,NULL,1,"","Wunderlich County Park, San Mateo Co., California, USA","USA, California, San Mateo Co., Wunderlich County Park",0
2137,1,"2011-03-24 14:40:21","2011-03-24 14:40:21",123,NULL,65185,8,"2017-12-24 06:19:08",38.0335,37.9989,-122.289,-122.266,NULL,NULL,1,"","Hercules, California, USA","USA, California, Hercules",0
2164,2,"2011-03-28 14:09:34","2013-07-22 20:27:51",2584,NULL,65478,164,"2018-03-15 04:43:48",38.043,37.9115,-122.088,-121.933,NULL,NULL,1,"

[admin - 2013-07-22 20:27:51 +0000]: Merged with Concord, Contra Costa Co, California, USA: North: 38.0227, South: 37.9242, West: -122.065, East: -121.933","Concord, California, USA","USA, California, Concord",0
2171,1,"2011-03-28 19:06:21","2011-03-28 19:06:21",2584,NULL,65512,26,"2018-03-21 20:08:26",37.8441,37.8349,-122.318,-122.299,NULL,NULL,1,"","Emeryville Marina, Emeryville, California, USA","USA, California, Emeryville, Emeryville Marina",0
2184,1,"2011-03-29 04:43:48","2011-03-29 04:43:48",564,NULL,65552,130,"2018-07-26 06:42:20",37.7346,37.7322,-122.421,-122.419,NULL,NULL,1,"","Alemany Farm, San Francisco, California, USA","USA, California, San Francisco, Alemany Farm",0
2221,1,"2011-03-29 18:42:54","2011-03-29 18:42:54",911,NULL,65624,16,"2016-03-29 01:12:39",37.231,37.1514,-122.35,-122.333,NULL,NULL,1,"","Cloverdale Road, San Mateo Co., California, USA","USA, California, San Mateo Co., Cloverdale Road",0
2222,1,"2011-03-29 18:45:17","2011-03-29 18:45:17",911,NULL,65625,17,"2018-01-09 06:46:28",37.2813,37.275,-122.3,-122.294,NULL,NULL,1,"","Memorial Park, San Mateo Co., California, USA","USA, California, San Mateo Co., Memorial Park",0
2234,1,"2011-03-29 19:11:07","2011-03-29 19:11:07",911,NULL,65639,13,"2018-03-26 06:44:30",37.3173,37.2917,-122.196,-122.163,NULL,NULL,1,"","Skyline Ridge, Santa Clara Co., California, USA","USA, California, Santa Clara Co., Skyline Ridge",0
2239,1,"2011-03-30 08:56:15","2011-03-30 08:56:15",2262,NULL,65681,11,"2018-04-14 19:35:59",37.1184,37.0347,-121.917,-121.727,NULL,NULL,1,"","Summit Rd., Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., Summit Rd.",0
2243,2,"2011-03-30 16:46:06","2015-02-23 22:53:02",2584,NULL,65688,55,"2018-07-22 14:16:33",37.636,37.5631,-122.096,-121.941,NULL,NULL,1,"

[admin - 2015-02-23 22:53:02 +0000]: Merged with UnionCity, California, USA: North: 38.3227, South: 38.32, West: -122.31, East: -122.308","Union City, California, USA","USA, California, Union City",0
2318,2,"2011-04-01 23:51:54","2011-04-01 23:52:27",2,NULL,65863,22,"2018-06-14 04:44:33",38.3223,38.2153,-122.521,-122.39,NULL,NULL,1,"","Sonoma, California, USA","USA, California, Sonoma",0
2320,1,"2011-04-02 14:22:00","2011-04-02 14:22:00",1860,NULL,65897,17,"2018-07-24 06:32:57",37.5809,37.5801,-122.4,-122.4,NULL,NULL,1,"","Burlingame, California, USA","USA, California, Burlingame",0
2321,1,"2011-04-02 14:25:37","2011-04-02 14:25:37",1860,NULL,65898,23,"2018-05-15 10:18:07",37.5356,37.5302,-122.366,-122.364,NULL,NULL,1,"","Sawyer Camp Trail, San Mateo, California, USA","USA, California, San Mateo, Sawyer Camp Trail",0
2322,1,"2011-04-02 14:26:40","2011-04-02 14:26:40",1860,NULL,65899,23,"2018-01-24 22:18:05",37.5226,37.5064,-122.297,-122.279,NULL,NULL,1,"","Belmont, California, USA","USA, California, Belmont",0
2323,1,"2011-04-02 14:28:46","2011-04-02 14:28:46",1860,NULL,65900,58,"2018-05-07 08:27:42",37.3289,37.3111,-122.283,-122.251,NULL,NULL,1,"","La Honda, California, USA","USA, California, La Honda",0
2325,1,"2011-04-02 14:32:29","2011-04-02 14:32:29",1860,NULL,65902,16,"2017-07-09 01:30:25",37.7616,37.7563,-122.46,-122.452,NULL,NULL,1,"","University of California San Francisco, San Francisco, California, USA","USA, California, San Francisco, University of California San Francisco",0
2326,1,"2011-04-02 20:19:55","2011-04-02 20:19:55",2262,NULL,65913,11,"2018-04-14 19:37:50",37.1591,36.6924,-122.196,-121.459,NULL,NULL,1,"","Tamsenites Homebase, Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., Tamsenites Homebase",0
